Name,Address,Email,Phone
Kerschensteinerschule Stuttgart Gewerbliche Schule ,Steiermärker Str. 72 70469 Stuttgart,poststelle@04101497.schule.bwl.de,0711 21633400
Kirchhalden-Grundschule Botnang  ,Corelliweg 7 70195 Stuttgart,poststelle@04120698.schule.bwl.de,0711 /216-34130
Kolping Abendgymnasium der C.G.Zimmermann Gmbh  ,Rosensteinstr. 30 70191 Stuttgart,,
Kolping Bildung Nordwürttemberg gGmbH  ,Rosensteinstr. 30 70191 Stuttgart,poststelle@04310888.schule.bwl.de,
Kolping Bildung Nordwürttemberg gGmbH  ,Theodor-Heuss-Str. 34 70174 Stuttgart,poststelle@04311480.schule.bwl.de,0711 217439-71
Kolping Bildung Nordwürttemberg gGmbH  ,Blumenstr. 25 70182 Stuttgart,,
Kolping Bildung Nordwürttemberg gGmbH  ,Hackstr. 2 70190 Stuttgart,poststelle@04319144.schule.bwl.de,
Kolping Bildung Nordwürttemberg gmbH  ,Rosensteinstr. 30 70191 Stuttgart,poststelle@04309801.schule.bwl.de,0711 /95590330
Kolping Bildungscampus gGmbH  ,Willy-Brandt-Str. 4 70173 Stuttgart,,
Kolping BildungscampusgGmbH Handelsschule  ,Willy-Brandt-Str. 4 70173 Stuttgart,poststelle@04313798.schule.bwl.de,
Kolping Freie Grundschule Stuttgart  ,Pfizerstr. 2F 70184 Stuttgart,, 0711 21472-500
Kolping-Akademie für Betriebswirtschaft  ,Rosensteinstr. 30 70191 Stuttgart,,0711/217439-44
Königin-Charlotte-Gymnasium Möhringen  ,Sigmaringer Str. 85 70567 Stuttgart,poststelle@04104656.schule.bwl.de,0711 / 216 33750
Königin-Katharina-Stift Gymnasium  ,Schillerstr. 5 70173 Stuttgart,poststelle@04104541.schule.bwl.de,0711/216-966 51
Königin-Olga-Stift Gymnasium  ,Johannesstr. 18 70176 Stuttgart,poststelle@04104553.schule.bwl.de,0711/216-57610
Konzept-e für Schulen gGmbH   ,Wankelstr. 1 70563 Stuttgart,,
Körschtalschule (Gemeinschaftsschule) Stuttgart-Plieningen ,Paracelsusstr. 44 70599 Stuttgart,poststelle@04121137.schule.bwl.de,0711 /216 98380
Kreuzsteinschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Adalbert-Stifter-Str. 30 70437 Stuttgart,poststelle@04107670.schule.bwl.de,0711 /21689688
Landwirtschaftliche Schule Stuttgart-Hohenheim  ,Industriestr. 28 70565 Stuttgart,poststelle@04157983.schule.bwl.de,0711/21633920
Lehenschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Römerstr. 91 70180 Stuttgart,poststelle@04107633.schule.bwl.de,0711/21696940
Lerchenrainschule Grund- und Werkrealschule  ,Kelterstr. 52 70199 Stuttgart,poststelle@04120583.schule.bwl.de,0711 /6402083
Linden-Realschule Untertürkheim  ,Lindenschulstr. 20 70327 Stuttgart,poststelle@04112483.schule.bwl.de,0711 /21660500
live act Akademie der Schauspielkunst  ,Wörishofener Str. 54 70372 Stuttgart,,0711 50420332
Louis-Leitz-Schule Stuttgart-Feuerbach Kaufmännische Schule ,Wiener Str. 51 70469 Stuttgart,poststelle@04100274.schule.bwl.de,0711/21625260
Luginslandschule Grundschule  ,Margaretenstr. 71 70327 Stuttgart,poststelle@04121022.schule.bwl.de,0711 / 21692370
Luise-Haarer-Schule Schulzentrum für Hausw. Berufe  ,Silberburgstr. 23 70176 Stuttgart,,0711 /22755-0
Macromedia Akademie für Medien  ,Naststr. 11 70376 Stuttgart,,0711/280738-0
Mädchengymnasium St.Agnes   ,Gymnasiumstr. 45 70174 Stuttgart,poststelle@04300573.schule.bwl.de,0711 /2253434
Margarete-Steiff-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Körperl. u. motor. Entwicklung,"Hengstäcker, Gewann 6 70567 Stuttgart",poststelle@04111193.schule.bwl.de,0711 /7800043
Maria-Montessori-Schule Grundschule Hausen ,Fasanengarten 9 70499 Stuttgart,poststelle@04164859.schule.bwl.de,0711/21657130
Marienschule Grundschule Stuttgart-Süd ,Römerstr. 16 70180 Stuttgart,poststelle@04120649.schule.bwl.de,0711/21688356
Martin-Luther-Schule Grundschule Bad Cannstatt ,Martin-Luther-Str. 57 70372 Stuttgart,poststelle@04120935.schule.bwl.de,0711/216-21080
Max-Eyth-Schule Stuttgart Gewerbliche Schule  ,Fritz-Elsas-Str. 29 70174 Stuttgart,poststelle@04101424.schule.bwl.de,0711 /216-20901
maxQ im bfw (Berufsfort- bildungswerk des DGB) - Unternehmen für Bildung Fachschule für Altenpflege,Kleemannstr. 8 70372 Stuttgart,,0711 /55388-41
Media Gmbh Trainingszentrum Stuttgart  ,Tübinger Str. 12-16 70178 Stuttgart,poststelle@04313786.schule.bwl.de,
Merz Akademie Stuttgart   ,Teckstr. 58 70190 Stuttgart,,0711 268660
Merz-Schule Stuttgart Private Grundschule und Gymnasium ,Albrecht-Leo-Merz-Weg 2 70184 Stuttgart,poststelle@04300561.schule.bwl.de,0711 /210340
Michael-Bauer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Othellostr. 5 70563 Stuttgart,,
Michael-Bauer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Othellostr. 5 70563 Stuttgart,,0711 /6871636
Mühlbachhof-Grundschule   ,Parlerstr. 100 70192 Stuttgart,poststelle@04120601.schule.bwl.de,0711 /21657090
Neckar-Realschule   ,Heilbronner Str. 159 70191 Stuttgart,poststelle@04112355.schule.bwl.de,0711 /216-57730
Neues Gymnasium Leibniz Stuttgart-Feuerbach  ,Klagenfurter Str. 71 70469 Stuttgart,poststelle@04104644.schule.bwl.de,0711 216-59850
Neuwirtshausschule Grundschule  ,Syltstr. 18 70439 Stuttgart,poststelle@04120844.schule.bwl.de,0711 /216-21250
Österfeldschule Grundschule Stuttgart-Vaihingen ,Katzenbachstr. 27 70563 Stuttgart,poststelle@04121228.schule.bwl.de,0711 216604-50
Paracelsus-Gymnasium Hohenheim  ,Paracelsusstr. 36 70599 Stuttgart,poststelle@04104668.schule.bwl.de,0711 216-25350
Park-Realschule Zuffenhausen  ,Fliegenweg 4 70439 Stuttgart,poststelle@04112434.schule.bwl.de,0711 /21625500
Paul-Moor-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum Schüler i.längerer Krankenh.,Bernsteinstr. 108-112 70619 Stuttgart,,
Pelikanschule Grundschule Stuttgart-Neugereut  ,Pelikanstr. 71 70378 Stuttgart,poststelle@04121010.schule.bwl.de,0711 /21698930
Pestalozzischule Grund- und Werkrealschule Rohr ,Krehlstr. 60 70565 Stuttgart,poststelle@04121241.schule.bwl.de,0711 /21698660
Pfaffenwaldschule Grundschule Vaihingen ,An der Betteleiche 1 70569 Stuttgart,poststelle@04165414.schule.bwl.de,0711 216-93280
Pragschule Grundschule  ,Friedhofstr. 74 70191 Stuttgart,poststelle@04120625.schule.bwl.de,0711 /216-96753
Private Berufliche Schulen Dr.Engel Stuttgart  ,Olgastr. 86 70180 Stuttgart,,
Private Sonderberufsschule Michael-Bauer-Werkhof  ,Schulze-Delitzsch-Str. 50 70565 Stuttgart,,0711 /90674-0
Privates Berufskolleg der Deutschen Angestellten Akademie ,Nordbahnhofstr. 147 70191 Stuttgart,poststelle@04314432.schule.bwl.de,
Privates sonderpädagogisches  Bildungs- u. Beratungszentrum  am Heim  FSP Sehen,Dornbuschweg 32-34 70191 Stuttgart,,
ProGenius Private Berufliche Schule  ,Maybachstr. 53 70469 Stuttgart,,
ProGenius Private Berufliche Schulen  ,Olgastr. 86 70180 Stuttgart,poststelle@04317159.schule.bwl.de,0711/72249330
Raichberg-Realschule   ,Schönbühlstr. 90 70188 Stuttgart,poststelle@04112409.schule.bwl.de,0711 /216-33550
Raiffeisen-Grundschule Feuerbach  ,Dieselstr. 36 70469 Stuttgart,,
Raitelsbergschule Grundschule  ,Röntgenstr. 5 70190 Stuttgart,poststelle@04120637.schule.bwl.de,0711/216-60050
Rappachschule   ,Sandbuckel 45 70499 Stuttgart,poststelle@04120789.schule.bwl.de,0711 216-96484
Realschule Feuerbach   ,Hohewartstr. 95 70469 Stuttgart,poststelle@04112410.schule.bwl.de,0711 /216-98059
Realschule Ostheim   ,Landhausstr. 117 70190 Stuttgart,poststelle@04112367.schule.bwl.de,0711 216-33301
Regierungspräsidium Stuttgart Abteilung 7 Schule und Bildung  ,Ruppmannstr. 21 70565 Stuttgart,abteilung7@rps.bwl.de,0711/904 - 0
Reisachschule Stuttgart Grundschule Weilimdorf ,Maierwaldstr. 14 70499 Stuttgart,poststelle@04120753.schule.bwl.de,0711 /21633830
Riedseeschule Grundschule Stuttgart-Möhringen ,Sigmaringer Str. 85 70567 Stuttgart,poststelle@04121174.schule.bwl.de,0711 /216-33800
Rilke-Realschule Stuttgart-Rot  ,Tapachstr. 60 70437 Stuttgart,poststelle@04112446.schule.bwl.de,0711 /216-89430
Robert-Bosch-Schule Stuttgart Gewerbliche Schule  ,Hohensteinstr. 25 70435 Stuttgart,poststelle@04101539.schule.bwl.de,0711 216-33930
Robert-Koch-Realschule Vaihingen  ,Vischerstr. 21 70563 Stuttgart,poststelle@04112525.schule.bwl.de,0711/216-98612
Robert-Mayer-Schule Stuttgart Gewerbliche Schule  ,Weimarstr. 26 70176 Stuttgart,poststelle@04101473.schule.bwl.de,0711/216-57910
Rosenschule Grundschule Zuffenhausen ,Markgröninger Str. 38 70435 Stuttgart,poststelle@04120832.schule.bwl.de,0711 /216-91281
Rosensteinschule Grund- und Werkrealschule  ,Nordbahnhofstr. 120 70191 Stuttgart,poststelle@04120650.schule.bwl.de,0711 /21620820
Salzäckerschule Grundschule Möhringen ,Rulfinger Str. 35 70567 Stuttgart,poststelle@04121253.schule.bwl.de,0711 21657120
Schickhardt- Gemeinschaftsschule  ,Schickhardtstr. 30 70199 Stuttgart,poststelle@04112379.schule.bwl.de,0711/216-91630
Schickhardt-Gymnasium   ,Schickhardtstr. 26 70199 Stuttgart,poststelle@04104565.schule.bwl.de,0711/216-91650
Schillerschule Grundschule Stuttgart-Bad Cannstatt ,Wiesbadener Str. 40 70372 Stuttgart,poststelle@04120947.schule.bwl.de,0711 216-57210
Schloss-Realschule   ,Breitscheidstr. 28 70176 Stuttgart,poststelle@04112380.schule.bwl.de,0711 /216-21220
Schloss-Realschule für Mädchen   ,Schloßstr. 53 C 70176 Stuttgart,poststelle@04112392.schule.bwl.de,0711/216-80490
Schönbuchschule Grundschule Dürrlewang ,Dürrlewangstr. 20 70565 Stuttgart,poststelle@04121204.schule.bwl.de,0711 /741396
Schulkindergarten für besonders förderungsbedürftige Kinder Wernhalde ,Wernhaldenstr. 66 70184 Stuttgart,,0711 /244828
Schulkindergarten für Gehörlose und Schwerhörige Stuttgart ,Immenhofer Str. 72 70180 Stuttgart,poststelle@04160040.schule.bwl.de,0711 /216 98069
Schulkindergarten für Körperbehinderte  ,Rotweg 127 70437 Stuttgart,,0711/21660295
Schulkindergarten für Körperbehinderte Stuttgart-Süd ,"Hengstäcker, Gewann 1 70567 Stuttgart",poststelle@04160131.schule.bwl.de,0711 216-20352
Schulkindergarten für Sprachbehinderte Freiberg ,Adalbert-Stifter-Str. 52 B 70437 Stuttgart,poststelle@04160908.schule.bwl.de,0711/216-98497
Schulzentrum Silberburg   ,Silberburgstr. 23 70176 Stuttgart,,0711 /22755-0
Schulzentrum Silberburg Fachschule für Soz.pädagogik Fachschule f. Org. u. Führung ,Silberburgstr. 23 70176 Stuttgart,,0711/22755-43
Schwabschule Grundschule  ,Bebelstr. 17 70176 Stuttgart,poststelle@04120662.schule.bwl.de,0711/216-60260
Seelachschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Glemsgaustr. 6 70499 Stuttgart,poststelle@04107712.schule.bwl.de,0711 /216-25400
Silcherschule Grundschule Rot ,Schwabbacher Str. 25 70437 Stuttgart,poststelle@04120856.schule.bwl.de,0711 216 60330
Solitude-Gymnasium Weilimdorf  ,Spechtweg 40 70499 Stuttgart,poststelle@04104735.schule.bwl.de,0711/216-91890
Sommerrainschule Grundschule  ,Edelweißweg 11 70374 Stuttgart,poststelle@04120959.schule.bwl.de,0711 /216-66311
Sport- und Gymnastikschule Kiedaisch  ,Obere Weinsteige 46 70597 Stuttgart,,0711 /764000
SRH Fachschulen GmbH   ,Ostendstr. 77/3 70188 Stuttgart,,0711 22879-6
Staatliche Ballettakademie Berufsfachschule John-Cranko-Schule Stuttgart ,Urbanstr. 94 70190 Stuttgart,poststelle@04157995.schule.bwl.de,0711/28539-0
Staatliche Modeschule Stuttgart  ,Ulmer Str. 227 70327 Stuttgart,poststelle@04166327.schule.bwl.de,0711/489095-0
Staatliches Schulamt Stuttgart  ,Bebelstr. 48 70193 Stuttgart,poststelle@ssa-s.kv.bwl.de,0711/6376-200
Steigschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Auf der Altenburg 8 70376 Stuttgart,poststelle@04107645.schule.bwl.de,0711/216-62860
Steinbachschule Grundschule Büsnau ,Büsnauer Platz 2 70569 Stuttgart,poststelle@04121162.schule.bwl.de,0711 /21625330
Steinbeisschule Stuttgart Gewerbliche Schule für Bautechnik ,Steinbeisstr. 5 70191 Stuttgart,poststelle@04101448.schule.bwl.de,0711 216-34300
Steinenbergschule Grundschule Stuttgart-Hedelfingen ,Am Steinenberg 5 70329 Stuttgart,poststelle@04121058.schule.bwl.de,0711 /426041
Steinhaldenfeldschule Grundschule  ,Damaschkestr. 31 70378 Stuttgart,poststelle@04120960.schule.bwl.de,0711 /21660570
Stiftung Nikolauspflege Privates sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sehen,Am Kräherwald 271 70193 Stuttgart,poststelle@04301802.schule.bwl.de,0711 /6564-0
Stuttgarter Kosmetikschule   ,Sängerstr. 5 70182 Stuttgart,,
Techn. Fachschule Tochtermann Feuerbach  ,Stuttgarter Str. 6 70469 Stuttgart,,
Theater Akademie Stuttgart Stuttgarter Schule für  ,Urachstr. 29 70190 Stuttgart,,
Therapeuticum Raphaelhaus Privates sonderpädagogisches Bildungs- und Beratungszentrum FSP körperl.u.motor. Entw.,Heubergstr. 15 70188 Stuttgart,,0711 /285580
Tiefenbachschule Grundschule Rohracker ,Tiefenbachstr. 66 A 70329 Stuttgart,poststelle@04121083.schule.bwl.de,0711 /216-33720
Torwiesenschule Private evangelische Schule ,Vogelrainstr. 27 70199 Stuttgart,poststelle@04316428.schule.bwl.de,0711/4691359-0
Torwiesenschule Privates sonderpädagogisches Bildungs- und Beratungszentrum FSP geistige Entwicklung,Vogelrainstr. 27 70199 Stuttgart,,0711/4691359-0
Uhlandschule Grund- und Werkrealschule  ,Tapachstr. 4 70437 Stuttgart,poststelle@04120868.schule.bwl.de,0711 /21689440
Ulrich-Walter-Schule   ,Calwer Str. 34 70173 Stuttgart,poststelle@04317482.schule.bwl.de,0711/2844134-0
"Verbundschule Sonderpädagogisches Bildungs- und Beratungszentrum Lernen, emotionale und soziale Entw.",Krehlstr. 90 70565 Stuttgart,poststelle@04107700.schule.bwl.de,0711 /742434
Vogelsangschule Grundschule  ,Paulusstr. 30 70197 Stuttgart,poststelle@04120510.schule.bwl.de,0711 216-33600
Wagenburg-Gymnasium   ,Wagenburgstr. 30 70184 Stuttgart,poststelle@04104577.schule.bwl.de,0711 /462036
Waldorfkindergartenseminar Freie Fachschule für Sozialpädagogik ,Heubergstr. 11 70188 Stuttgart,,0711 /268447-0
Waldorfschule Silberwald   ,Kemnater Str. 21 70619 Stuttgart,,0711/90754300
Waldschule Degerloch   ,Georgiiweg 1 70597 Stuttgart,poststelle@04300974.schule.bwl.de,0711 /806697-0
Werner-Siemens-Schule Stuttgart Gewerbliche Schule ,Heilbronner Str. 153 70191 Stuttgart,poststelle@04101461.schule.bwl.de,0711 /216 59900
Wilhelm-Hauff-Schule Grundschule  ,Hohentwielstr. 23 70199 Stuttgart,poststelle@04120595.schule.bwl.de,0711 216-34100
Wilhelm-Maybach-Schule Stuttgart Gewerbliche Schule ,Gnesener Str. 44 70374 Stuttgart,poststelle@04101485.schule.bwl.de,0711/216896-00
Wilhelms-Gymnasium Degerloch  ,Albstr. 80 70597 Stuttgart,poststelle@04104620.schule.bwl.de,0711/21689330
Wilhelmsschule Grund- und Werkrealschule Wangen ,Hedelfinger Str. 9 70327 Stuttgart,poststelle@04121046.schule.bwl.de,0711 /216-98344
Wilhelmsschule Grundschule Untertürkheim ,Oberstdorfer Str. 23 70327 Stuttgart,poststelle@04121034.schule.bwl.de,0711 /216-96733
Wirtemberg-Gymnasium Untertürkheim  ,Lindenschulstr. 20 70327 Stuttgart,poststelle@04104693.schule.bwl.de,0711/216-20361
Wirtschaftsgymnasium West Stuttgart Kaufmännische Schule ,Rotebühlstr. 101 70178 Stuttgart,poststelle@04100250.schule.bwl.de,0711/656797-60
Wohlfahrtswerk Private Berufsfachschule für Sozialpflege ,Silberburgstr. 93 70176 Stuttgart,,
Wolfbuschschule Grund- und Werkrealschule  ,Köstlinstr. 76-77 70499 Stuttgart,poststelle@04120765.schule.bwl.de,0711/216-21260
Württ. Bäckerfachschule Berufsbildungszentrum  ,Wilhelmstr. 7 70182 Stuttgart,,0711 /16411-50
Zeppelin-Gymnasium   ,Neckarstr. 149 70190 Stuttgart,poststelle@04104589.schule.bwl.de,0711 /21621100
Albeck-Gymnasium   ,Weilerstr. 79 72172 Sulz am Neckar,poststelle@04106410.schule.bwl.de,07454/959700
Grund- und Werkrealschule Sulz a. N.-Empfingen-Vöhringen  ,Jahnstr. 6 72172 Sulz am Neckar,poststelle@04157545.schule.bwl.de,07454/2037
Grundschule Bergfelden   ,Kirchstr. 7 72172 Sulz am Neckar,poststelle@04157508.schule.bwl.de,07454/2770
Grundschule Fischingen   ,Im Herrengarten 20 72172 Sulz am Neckar,poststelle@04157557.schule.bwl.de,07454/8103
Grundschule Holzhausen   ,Holzhauser Hauptstr. 40 72172 Sulz am Neckar,poststelle@04157491.schule.bwl.de,07454/1884
Grundschule Hopfau   ,Postweg 25 72172 Sulz am Neckar,poststelle@04157521.schule.bwl.de,07454/6045
Grundschule Mühlheim   ,Schulbergstr. 6 72172 Sulz am Neckar,poststelle@04157533.schule.bwl.de,07454/8152
Lina-Hähnle-Realschule   ,Karl-Schöpfer-Weg 2 72172 Sulz am Neckar,poststelle@04162164.schule.bwl.de,07454/9809180
Gemeinschaftsschule Sulzbach a. d. Murr  ,Jahnstr. 13 71560 Sulzbach an der Murr,poststelle@04126810.schule.bwl.de,07193/950611
Lautereck-Realschule Sulzbach a.d. Murr  ,Jahnstr. 15 71560 Sulzbach an der Murr,poststelle@04113244.schule.bwl.de,07193/950640
Schulkindergarten für Sprachbehinderte Sulzbach a. d. Murr ,Kleinhöchberg 12 71560 Sulzbach an der Murr,poststelle@04162292.schule.bwl.de,07193/900006
Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen ,Jahnstr. 17 71560 Sulzbach an der Murr,poststelle@04107748.schule.bwl.de,07193/950670
Kochertal Grundschule Sulzbach-Laufen  ,Schulstr. 27 74429 Sulzbach-Laufen,poststelle@04127711.schule.bwl.de,07976/212
Ernst-Leitz-Schule Grundschule  ,Ernst-Leitz-Weg 3 79295 Sulzburg,poststelle@04146481.schule.bwl.de,07634/69710
Blanc-und Fischer-Schule Gemeinschaftsschule Sulzfeld ,Helmut-Klebsattel-Str. 5 75056 Sulzfeld,poststelle@04137546.schule.bwl.de,07269/7850
Hornwiesen-Grundschule Süßen   ,Schlater Str. 33 73079 Süßen,poststelle@04165608.schule.bwl.de,07162/46278-10
Johann-Georg-Fischer-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Heidenheimer Str. 51 73079 Süßen,poststelle@04158021.schule.bwl.de,07162/9329310
Schulverbund Süßen Gemeinschaftsschule und Realschule ,Schulstr. 2 73079 Süßen,poststelle@04114480.schule.bwl.de,07162/969920
Grundschule Täferrot   ,Schulweg 2 73527 Täferrot,poststelle@04163107.schule.bwl.de,07175/6512
Grundschule Talheim   ,Bauerngasse 1 78607 Talheim,poststelle@04165888.schule.bwl.de,07464/1576
Schlossbergschule Talheim (Grund- und Werkrealschule)  ,In den Hofwiesen 15 74388 Talheim,poststelle@04124187.schule.bwl.de,07133/98260
Grundschule Hohenstange   ,Ulmer Str. 20 71732 Tamm,poststelle@04117213.schule.bwl.de,07141/688909-11
Gustav-Sieber-Schule Grundschule  ,Maystr. 4 71732 Tamm,poststelle@04116865.schule.bwl.de,07141/68895-100
Realschule Tamm   ,Rilkestr. 16 71732 Tamm,poststelle@04113128.schule.bwl.de,07141/68895200
Grundschule Tannhausen   ,Schulstr. 3 73497 Tannhausen,poststelle@04125167.schule.bwl.de,07964/300080
Grundschule   ,Kronwinkler Str. 8 88459 Tannheim,poststelle@04138125.schule.bwl.de,08395/2368
Montessorischule Illertal priv. Grund- u. Werkrealschule  ,Zeppelinstr. 12 88459 Tannheim,,
Abendrealschule Tauberbischofsheim  ,Struwepfad 2 97941 Tauberbischofsheim,,09341/1691
Chr.-Morgenstern-Grundschule   ,Julius-Berberich-Str. 6 97941 Tauberbischofsheim,poststelle@04128120.schule.bwl.de,09341/12955
Christophorusschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Johannes-Kepler-Str. 3 97941 Tauberbischofsheim,poststelle@04107761.schule.bwl.de,09341/4747
Erich-Kästner-Schule Grundschule Distelhausen ,Fliederstr. 9 97941 Tauberbischofsheim,poststelle@04128235.schule.bwl.de,09341/2535
Euro-Schulen gGmbH   ,Bahnhofstr. 17 97941 Tauberbischofsheim,,09341/9282-0
Gewerbliche Schule Tauberbischofsheim  ,Wolfstalflurstr. 9 97941 Tauberbischofsheim,poststelle@04101540.schule.bwl.de,09341/9259-0
Grundschule am Schloss   ,Schloßplatz 8 97941 Tauberbischofsheim,poststelle@04128132.schule.bwl.de,09341/12725
Grundschule Impfingen   ,Hohenstr. 6 97941 Tauberbischofsheim,poststelle@04128156.schule.bwl.de,09341/4621
Kaufmännische Schule Tauberbischofsheim  ,Dr.-Ulrich-Str. 1 97941 Tauberbischofsheim,poststelle@04100286.schule.bwl.de,09341/60060
Kolping Bildungswerk e.V. Freiburg  ,Hauptstr. 89 97941 Tauberbischofsheim,,
Matthias-Grünewald-Gymnasium   ,Taubenhausweg 2 97941 Tauberbischofsheim,poststelle@04104760.schule.bwl.de,09341/3140
Schulzentrum am Wört Realschule und Werkrealschule Tauberbischofsheim ,Pestalozziallee 6 97941 Tauberbischofsheim,poststelle@04128144.schule.bwl.de,09341 89543-0
Grundschule Tengen   ,Schulstr. 11 78250 Tengen,poststelle@04150137.schule.bwl.de,07736/97171
